id,text,label,risk_level,source_type,word_count,text_length
MSG-0287,"I told your teacher it was you who vandalized the school property, enjoy that.",Cyberbullying,high,Social Media / Direct Messages,14,78
MSG-0186,"Nobody would miss me even a little if I were gone, not a single person.",Suicide Risk,high,Crisis Forum / Support Group,15,71
MSG-0256,"Keep crying about it, it only makes us want to bully you even more than before.",Cyberbullying,high,Social Media / Direct Messages,16,79
MSG-0113,"I keep rehearsing conversations in my head before they even happen, exhausted.",Stress / Anxiety,medium,Online Forum / Chat Messages,12,78
MSG-0180,I used to make plans for the future and now I cannot see past next week.,Depression / Sadness,medium,Mental Health Forum / Diary,16,72
MSG-0259,You are nothing but a target and you had better get completely used to it.,Cyberbullying,high,Social Media / Direct Messages,15,74
MSG-0308,"I will systematically destroy everything and everyone you care about, I promise.",Violence / Threats,high,Social Media / Chat Messages,12,80
MSG-0286,We set up a public vote to humiliate you and you lost by a massive landslide.,Cyberbullying,high,Social Media / Direct Messages,16,77
MSG-0397,I cannot tell anymore who genuinely cares about me and who is using me.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,71
MSG-0118,I skip meals because my stomach is too knotted with worry to eat anything.,Stress / Anxiety,medium,Online Forum / Chat Messages,14,74
MSG-0389,I cannot seem to maintain friendships because I keep pushing everyone away.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,12,75
MSG-0400,I gave someone my complete trust and they weaponized it to use against me.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,74
MSG-0406,I found messages between my partner and my best friend that broke everything.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,13,77
MSG-0305,Watch your back very carefully because I am coming for you very soon now.,Violence / Threats,high,Social Media / Chat Messages,14,73
MSG-0234,I have already crossed everything off my bucket list that mattered to me.,Suicide Risk,high,Crisis Forum / Support Group,13,73
MSG-0383,My partner controls every aspect of what I do and I have absolutely no freedom.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,15,79
MSG-0262,Your posts are so embarrassing and cringe and everyone mocks you constantly.,Cyberbullying,high,Social Media / Direct Messages,12,76
MSG-0165,I canceled my gym membership because the thought of going fills me with dread.,Depression / Sadness,medium,Mental Health Forum / Diary,14,78
MSG-0347,You will wake up one morning very soon and find that things have changed badly.,Violence / Threats,high,Social Media / Chat Messages,15,79
MSG-0137,The darkness in my mind just will not seem to lift no matter what I try.,Depression / Sadness,medium,Mental Health Forum / Diary,16,72
MSG-0198,"I just want this pain to end permanently, there is absolutely no other way.",Suicide Risk,high,Crisis Forum / Support Group,14,75
MSG-0233,I have been researching what a lethal dose is for days now.,Suicide Risk,high,Crisis Forum / Support Group,12,59
MSG-0116,I feel like I am constantly performing and pretending to be okay for everyone.,Stress / Anxiety,medium,Online Forum / Chat Messages,14,78
MSG-0121,I check my email at two in the morning because I am afraid of missing something.,Stress / Anxiety,medium,Online Forum / Chat Messages,16,80
MSG-0225,I wrote apology letters to everyone I have ever hurt in my entire life.,Suicide Risk,high,Crisis Forum / Support Group,14,71
MSG-0342,I followed you home yesterday to show you how serious I am about all of this.,Violence / Threats,high,Social Media / Chat Messages,16,77
MSG-0284,I sent your personal messages to your entire class without your permission.,Cyberbullying,high,Social Media / Direct Messages,12,75
MSG-0128,I feel completely worthless and like a burden to everyone around me every day.,Depression / Sadness,medium,Mental Health Forum / Diary,14,78
MSG-0350,You will pay for every single thing you did and I am completely serious now.,Violence / Threats,high,Social Media / Chat Messages,15,76
MSG-0108,Feel like I am drowning in responsibilities and nobody seems to notice or care.,Stress / Anxiety,medium,Online Forum / Chat Messages,14,79
MSG-0315,I am going to make a very public example out of you in front of everyone.,Violence / Threats,high,Social Media / Chat Messages,16,73
MSG-0134,"I miss who I used to be before all this, I have completely lost myself.",Depression / Sadness,medium,Mental Health Forum / Diary,15,71
MSG-0403,I am starting to believe that meaningful and lasting connection is not for me.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,78
MSG-0045,Finished decorating the living room and it looks absolutely stunning now.,Normal Conversation,low,Social Media / General Posts,11,73
MSG-0388,People always leave the moment they actually get to know the real broken me.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,76
MSG-0066,The deadlines keep piling up and I am starting to really panic about them.,Stress / Anxiety,medium,Online Forum / Chat Messages,14,74
MSG-0086,So overwhelmed with everything I do not even know where to begin or start.,Stress / Anxiety,medium,Online Forum / Chat Messages,14,74
MSG-0243,"Everyone at school hates you completely, why do you not just transfer and leave.",Cyberbullying,high,Social Media / Direct Messages,14,80
MSG-0187,"I cannot see any reason to keep going anymore, I am completely done with trying.",Suicide Risk,high,Crisis Forum / Support Group,15,80
MSG-0160,I pretend to be fine at work every day and then fall apart the moment I get home.,Depression / Sadness,medium,Mental Health Forum / Diary,18,81
MSG-0013,"The new restaurant downtown is fantastic, I highly recommend the pasta.",Normal Conversation,low,Social Media / General Posts,11,71
MSG-0036,Tried a new coffee shop in the neighborhood and it was absolutely fantastic.,Normal Conversation,low,Social Media / General Posts,13,76
MSG-0029,Went hiking this weekend and the views from the top were simply breathtaking.,Normal Conversation,low,Social Media / General Posts,13,77
MSG-0171,I feel guilty for being depressed when my life looks fine from the outside.,Depression / Sadness,medium,Mental Health Forum / Diary,14,75
MSG-0143,"Everything requires such enormous effort, even the simplest of tasks feel huge.",Depression / Sadness,medium,Mental Health Forum / Diary,12,79
MSG-0338,I have sent people to watch your house and they are reporting back to me.,Violence / Threats,high,Social Media / Chat Messages,15,73
MSG-0319,"You will be extremely sorry when I find you, and I will definitely find you.",Violence / Threats,high,Social Media / Chat Messages,15,76
MSG-0222,"I took the last photos on my camera roll today, I do not need any more.",Suicide Risk,high,Crisis Forum / Support Group,16,71
MSG-0096,The pressure from my family expectations is crushing me from every direction.,Stress / Anxiety,medium,Online Forum / Chat Messages,12,77
MSG-0052,Started a new journaling habit this month and it feels really therapeutic.,Normal Conversation,low,Social Media / General Posts,12,74
MSG-0241,I have disconnected my phone charger because I will not need it after tonight.,Suicide Risk,high,Crisis Forum / Support Group,14,78
MSG-0317,Stay completely away from my family or face the most serious of consequences.,Violence / Threats,high,Social Media / Chat Messages,13,77
MSG-0323,Next time we meet face to face things are going to get extremely violent.,Violence / Threats,high,Social Media / Chat Messages,14,73
MSG-0179,I told my doctor I was fine because I could not find the words to explain this.,Depression / Sadness,medium,Mental Health Forum / Diary,17,79
MSG-0042,"Got a surprise gift from my colleague, feeling very appreciated today.",Normal Conversation,low,Social Media / General Posts,11,70
MSG-0330,"You crossed the absolute wrong person this time, prepare for the consequences.",Violence / Threats,high,Social Media / Chat Messages,12,78
MSG-0207,I have been cutting myself because I want to feel something or to end it all.,Suicide Risk,high,Crisis Forum / Support Group,16,77
MSG-0283,We made a poll about you and the results are as embarrassing as you would expect.,Cyberbullying,high,Social Media / Direct Messages,16,81
MSG-0255,You absolutely deserve every single bad thing that has ever happened to you.,Cyberbullying,high,Social Media / Direct Messages,13,76
MSG-0351,I am giving you exactly one week before I do something we will both regret.,Violence / Threats,high,Social Media / Chat Messages,15,75
MSG-0005,"Finally got the promotion I worked so hard for, feeling proud.",Normal Conversation,low,Social Media / General Posts,11,62
MSG-0257,I hacked your account and have sent messages to all your contacts about you.,Cyberbullying,high,Social Media / Direct Messages,14,76
MSG-0378,My entire social circle turned against me all at once without any real reason.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,78
MSG-0101,The constant worry about money keeps me awake until three in the morning.,Stress / Anxiety,medium,Online Forum / Chat Messages,13,73
MSG-0227,I feel nothing anymore and that emptiness is what finally pushed me to decide.,Suicide Risk,high,Crisis Forum / Support Group,14,78
MSG-0361,I will make sure you feel afraid every single day from this point forward.,Violence / Threats,high,Social Media / Chat Messages,14,74
MSG-0214,I drove to the cliff again tonight and sat there thinking for a very long time.,Suicide Risk,high,Crisis Forum / Support Group,16,79
MSG-0172,Simple decisions like what to eat for dinner feel impossibly overwhelming to me.,Depression / Sadness,medium,Mental Health Forum / Diary,13,80
MSG-0099,Everything around me feels like it is spinning out of control completely.,Stress / Anxiety,medium,Online Forum / Chat Messages,12,73
MSG-0293,Your secret is out now and the whole school is going to know by tomorrow morning.,Cyberbullying,high,Social Media / Direct Messages,16,81
MSG-0216,I researched methods all night and made my decision before the morning came.,Suicide Risk,high,Crisis Forum / Support Group,13,76
MSG-0062,I cannot stop worrying about the big presentation I have tomorrow morning.,Stress / Anxiety,medium,Online Forum / Chat Messages,12,74
MSG-0048,"Just got back from a weekend road trip, it was the best decision ever.",Normal Conversation,low,Social Media / General Posts,14,70
MSG-0033,"Had a great team meeting at work, everyone was so creative and collaborative.",Normal Conversation,low,Social Media / General Posts,13,77
MSG-0268,"Look at this screenshot of this complete loser, share it with absolutely everyone.",Cyberbullying,high,Social Media / Direct Messages,13,82
MSG-0201,I stood on the bridge for a long time tonight thinking about jumping off.,Suicide Risk,high,Crisis Forum / Support Group,14,73
MSG-0376,The constant gaslighting has made me seriously question my own sanity and reality.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,13,82
MSG-0028,Baked chocolate chip cookies for the neighbors and they absolutely loved them.,Normal Conversation,low,Social Media / General Posts,12,78
MSG-0332,I know your entire daily routine and I am watching every single move you make.,Violence / Threats,high,Social Media / Chat Messages,15,78
MSG-0231,I feel completely at peace for the first time in years and that terrifies me.,Suicide Risk,high,Crisis Forum / Support Group,15,77
MSG-0261,We voted and you have been officially named the ugliest person in this grade.,Cyberbullying,high,Social Media / Direct Messages,14,77
MSG-0289,I shared your personal diary entries in the group chat and everyone is laughing.,Cyberbullying,high,Social Media / Direct Messages,14,80
MSG-0163,My reflection in the mirror feels like looking at a stranger I do not recognize.,Depression / Sadness,medium,Mental Health Forum / Diary,15,80
MSG-0359,I am a completely different and dangerous person when I have been pushed this far.,Violence / Threats,high,Social Media / Chat Messages,15,82
MSG-0139,I have stopped eating properly because nothing tastes good or appeals to me.,Depression / Sadness,medium,Mental Health Forum / Diary,13,76
MSG-0063,My heart is racing for no reason at all and I feel so anxious right now.,Stress / Anxiety,medium,Online Forum / Chat Messages,16,72
MSG-0136,I feel like a complete and utter failure no matter what I do or how hard I try.,Depression / Sadness,medium,Mental Health Forum / Diary,18,79
MSG-0129,"Everything feels totally pointless now, I honestly question what the purpose is.",Depression / Sadness,medium,Mental Health Forum / Diary,12,80
MSG-0009,"Completed my morning workout, feeling energized and ready for the day.",Normal Conversation,low,Social Media / General Posts,11,70
MSG-0327,I will hurt every single person you love to make you feel what I am feeling.,Violence / Threats,high,Social Media / Chat Messages,16,76
MSG-0065,I have not slept properly in days because the anxiety just will not let me rest.,Stress / Anxiety,medium,Online Forum / Chat Messages,16,80
MSG-0301,I am compiling everything embarrassing you have ever done online into one post.,Cyberbullying,high,Social Media / Direct Messages,13,79
MSG-0015,"Kids had their school play today, they were absolutely brilliant on stage.",Normal Conversation,low,Social Media / General Posts,12,74
MSG-0157,"The world feels muted and grey, like all the color has been drained out of it.",Depression / Sadness,medium,Mental Health Forum / Diary,16,78
MSG-0041,The sunset this evening was one of the most beautiful I have ever seen.,Normal Conversation,low,Social Media / General Posts,14,71
MSG-0387,I feel like an outsider absolutely everywhere I go and I never truly belong.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,76
MSG-0343,I have your children's school schedule and I need you to take this seriously.,Violence / Threats,high,Social Media / Chat Messages,14,77
MSG-0217,I told my mom I love her on the phone today more sincerely than I ever have.,Suicide Risk,high,Crisis Forum / Support Group,17,76
MSG-0280,We have a whole album dedicated to your most embarrassing moments from school.,Cyberbullying,high,Social Media / Direct Messages,13,78
MSG-0365,Everyone in my life eventually either leaves me or deliberately deceives me.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,12,76
MSG-0237,I called my ex just to hear their voice one last time and hung up without speaking.,Suicide Risk,high,Crisis Forum / Support Group,17,83
MSG-0208,I just took all of my sleeping pills and I am feeling very drowsy right now.,Suicide Risk,high,Crisis Forum / Support Group,16,76
MSG-0213,I feel like a burden to everyone who has ever cared about me and I am sorry.,Suicide Risk,high,Crisis Forum / Support Group,17,76
MSG-0296,You will never escape us no matter how many accounts you create or delete.,Cyberbullying,high,Social Media / Direct Messages,14,74
MSG-0385,Every single person I have ever trusted has eventually disappointed or hurt me.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,13,79
MSG-0252,Your entire family is a complete joke and everyone laughs at you behind your back.,Cyberbullying,high,Social Media / Direct Messages,15,82
MSG-0412,My ex spread lies about me to our entire mutual friend group after we separated.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,15,80
MSG-0399,I have been isolated from all my friends by my partner over the past two years.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,16,79
MSG-0304,I have been planning carefully to make you pay for everything you have done.,Violence / Threats,high,Social Media / Chat Messages,14,76
MSG-0270,You are a total freak and literally everyone agrees and talks about you daily.,Cyberbullying,high,Social Media / Direct Messages,14,78
MSG-0202,"I am going to do it tonight, I have been thinking about this long enough now.",Suicide Risk,high,Crisis Forum / Support Group,16,77
MSG-0162,I do not feel excited about anything upcoming even things I used to love before.,Depression / Sadness,medium,Mental Health Forum / Diary,15,80
MSG-0044,"Took my nephew to the zoo today, his face when he saw the elephants was priceless.",Normal Conversation,low,Social Media / General Posts,16,82
MSG-0218,"I am not looking for help anymore, I have moved past that stage completely.",Suicide Risk,high,Crisis Forum / Support Group,14,75
MSG-0191,"I am so incredibly tired of fighting every single day, I want it all to end.",Suicide Risk,high,Crisis Forum / Support Group,16,76
MSG-0310,I have assembled a large group and we are all coming to find you tonight.,Violence / Threats,high,Social Media / Chat Messages,15,73
MSG-0260,"Nobody cares about your feelings at all, stop being so pathetically sensitive.",Cyberbullying,high,Social Media / Direct Messages,12,78
MSG-0106,The thought of public speaking makes me physically ill every single time.,Stress / Anxiety,medium,Online Forum / Chat Messages,12,73
MSG-0054,Spent the afternoon gardening and it was so peaceful and meditative.,Normal Conversation,low,Social Media / General Posts,11,68
MSG-0002,"Just finished cooking a delicious pasta dinner, turned out amazing!",Normal Conversation,low,Social Media / General Posts,10,67
MSG-0050,"Completed my first 5K run today, crossed the finish line feeling amazing.",Normal Conversation,low,Social Media / General Posts,12,73
MSG-0081,The stress at home is now starting to make me physically sick and I hate it.,Stress / Anxiety,medium,Online Forum / Chat Messages,16,76
MSG-0206,"This is my final post, thank you to everyone who was kind to me along the way.",Suicide Risk,high,Crisis Forum / Support Group,17,78
MSG-0035,"My sister just had a baby, I am officially an uncle now, so thrilled!",Normal Conversation,low,Social Media / General Posts,14,69
MSG-0264,Go back to where you came from because you clearly do not belong here at all.,Cyberbullying,high,Social Media / Direct Messages,16,77
MSG-0092,Cannot concentrate on any task for more than a few minutes before panicking.,Stress / Anxiety,medium,Online Forum / Chat Messages,13,76
MSG-0340,There is a point of no return and you pushed me way past it a long time ago.,Violence / Threats,high,Social Media / Chat Messages,18,76
MSG-0053,"My presentation at the conference went incredibly well, got great feedback.",Normal Conversation,low,Social Media / General Posts,11,75
MSG-0346,"I am not bluffing this time, I have already taken the first step in my plan.",Violence / Threats,high,Social Media / Chat Messages,16,76
MSG-0265,You are so incredibly stupid and literally nobody cares what you think or say.,Cyberbullying,high,Social Media / Direct Messages,14,78
MSG-0242,You are ugly and pathetic and no one will ever want to be with you ever.,Cyberbullying,high,Social Media / Direct Messages,16,72
MSG-0014,"Just finished reading a wonderful novel, what a beautiful story it was.",Normal Conversation,low,Social Media / General Posts,12,71
MSG-0316,The level of rage I feel right now makes me capable of absolutely anything.,Violence / Threats,high,Social Media / Chat Messages,14,75
MSG-0089,I feel sick to my stomach every single morning before I even get to work.,Stress / Anxiety,medium,Online Forum / Chat Messages,15,73
MSG-0274,You think you are so much better than everyone but everyone hates you here.,Cyberbullying,high,Social Media / Direct Messages,14,75
MSG-0167,"I feel like I am watching my life from a distance, detached from all of it.",Depression / Sadness,medium,Mental Health Forum / Diary,16,75
MSG-0329,I have been carefully planning this for months and I am completely ready now.,Violence / Threats,high,Social Media / Chat Messages,14,77
MSG-0415,I feel like I give people all of me and they take it and then simply walk away.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,18,79
MSG-0135,I genuinely cannot remember the last time I smiled or laughed at anything real.,Depression / Sadness,medium,Mental Health Forum / Diary,14,79
MSG-0307,"You and your entire family are not safe at all, consider this your final warning.",Violence / Threats,high,Social Media / Chat Messages,15,81
MSG-0405,I have trust issues so severe they are now affecting my professional life too.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,78
MSG-0320,I am planning something that will make you regret every choice you have made.,Violence / Threats,high,Social Media / Chat Messages,14,77
MSG-0244,"I will make your life an absolute misery, you had better watch your back.",Cyberbullying,high,Social Media / Direct Messages,14,73
MSG-0055,"Finally visited the museum I have been wanting to see for years, stunning.",Normal Conversation,low,Social Media / General Posts,13,74
MSG-0364,I feel completely betrayed by my closest friend and I do not understand why.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,76
MSG-0051,The thanksgiving dinner this year was the best one we have ever had.,Normal Conversation,low,Social Media / General Posts,13,68
MSG-0175,I have been avoiding mirrors because I cannot stand looking at myself lately.,Depression / Sadness,medium,Mental Health Forum / Diary,13,77
MSG-0190,I genuinely believe my family would be better off without me in their lives.,Suicide Risk,high,Crisis Forum / Support Group,14,76
MSG-0419,I feel profoundly alone in a crowded room full of people who claim to care.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,15,75
MSG-0188,The thought of not existing anymore actually brings me a sense of real peace.,Suicide Risk,high,Crisis Forum / Support Group,14,77
MSG-0170,I have been wearing the same clothes for days because getting dressed is too hard.,Depression / Sadness,medium,Mental Health Forum / Diary,15,82
MSG-0059,"Finished knitting a scarf for winter, so proud of how it turned out.",Normal Conversation,low,Social Media / General Posts,13,68
MSG-0049,Adopted a rescue cat last week and she has already settled in beautifully.,Normal Conversation,low,Social Media / General Posts,13,74
MSG-0345,I have purchased something very specific that I intend to use on you soon.,Violence / Threats,high,Social Media / Chat Messages,14,74
MSG-0236,I know nobody will understand but this is the most logical choice I can make.,Suicide Risk,high,Crisis Forum / Support Group,15,77
MSG-0253,"Nobody in this school wants to be your friend, you are way too weird and ugly.",Cyberbullying,high,Social Media / Direct Messages,16,78
MSG-0022,"Got tickets to the concert I have been wanting to see, cannot wait!",Normal Conversation,low,Social Media / General Posts,13,67
MSG-0314,"One more word from you and I will snap completely, I cannot be held responsible.",Violence / Threats,high,Social Media / Chat Messages,15,80
MSG-0161,I have written and deleted so many texts to friends because I feel like a burden.,Depression / Sadness,medium,Mental Health Forum / Diary,16,81
MSG-0277,Your address and phone number are now posted in a public group for everyone.,Cyberbullying,high,Social Media / Direct Messages,14,76
MSG-0192,Life has absolutely no meaning for me anymore and I have been thinking of ending it.,Suicide Risk,high,Crisis Forum / Support Group,16,84
MSG-0386,My social anxiety is slowly but surely ruining every single one of my relationships.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,84
MSG-0294,We know where you live and we are going to make your offline life difficult too.,Cyberbullying,high,Social Media / Direct Messages,16,80
MSG-0344,You have until Friday to make this right or I will take matters into my hands.,Violence / Threats,high,Social Media / Chat Messages,16,78
MSG-0258,"Your private photos have been shared everywhere online, good luck with that.",Cyberbullying,high,Social Media / Direct Messages,12,76
MSG-0309,"This is your absolute final warning, next time I will not be able to stop myself.",Violence / Threats,high,Social Media / Chat Messages,16,81
MSG-0150,"My heart feels so unbearably heavy every single day, I am completely exhausted.",Depression / Sadness,medium,Mental Health Forum / Diary,13,79
MSG-0131,"Nothing brings me any joy whatsoever anymore, I feel completely and totally numb.",Depression / Sadness,medium,Mental Health Forum / Diary,13,81
MSG-0152,I used to love painting but I have not touched my brushes in over four months.,Depression / Sadness,medium,Mental Health Forum / Diary,16,78
MSG-0360,Everyone who helped you will be dealt with individually when the time comes.,Violence / Threats,high,Social Media / Chat Messages,13,76
MSG-0100,I dread social events so much now that I make excuses not to attend any.,Stress / Anxiety,medium,Online Forum / Chat Messages,15,72
MSG-0373,I was manipulated and controlled for years and now I cannot even trust myself.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,14,78
MSG-0088,Work stress is now affecting my relationship at home and it is getting worse.,Stress / Anxiety,medium,Online Forum / Chat Messages,14,77
MSG-0331,Consider this your one and only warning before I decide to take serious action.,Violence / Threats,high,Social Media / Chat Messages,14,79
MSG-0215,I have been giving hints to people but nobody has picked up on any of them.,Suicide Risk,high,Crisis Forum / Support Group,16,75
MSG-0122,"I feel completely and utterly empty inside, like absolutely nothing matters.",Depression / Sadness,medium,Mental Health Forum / Diary,11,76
MSG-0421,Trusting people feels like handing someone a weapon and hoping they are kind.,Trust / Relationship Issues,medium,Relationship Forum / Feedback,13,77
MSG-0021,"Morning run was so refreshing today, caught a beautiful sunrise.",Normal Conversation,low,Social Media / General Posts,10,64
MSG-0189,I have been making a plan and I now have everything I need ready to go.,Suicide Risk,high,Crisis Forum / Support Group,16,71
MSG-0072,Everything at work is falling apart at once and I feel completely helpless.,Stress / Anxiety,medium,Online Forum / Chat Messages,13,75
MSG-0107,I overthink every single text message I send for at least twenty minutes.,Stress / Anxiety,medium,Online Forum / Chat Messages,13,73
MSG-0271,You had better change schools because we will never ever stop targeting you.,Cyberbullying,high,Social Media / Direct Messages,13,76
MSG-0349,My anger has reached a level I have never experienced before in my entire life.,Violence / Threats,high,Social Media / Chat Messages,15,79
MSG-0103,My boss keeps adding to my workload and I am already at my absolute limit.,Stress / Anxiety,medium,Online Forum / Chat Messages,15,74
